SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,EnrollmentTotal,EnrollmentWhite,EnrollmentBlack,EnrollmentAsian,EnrollmentHispanic,EnrollmentNative
112037,East Valley Senior High,64733,Los Angeles Unified,19,Los Angeles,539,22,18,*,479,*
112045,Arleta High,64733,Los Angeles Unified,19,Los Angeles,1282,25,*,*,1229,*
112052,Panorama High,64733,Los Angeles Unified,19,Los Angeles,1450,31,20,22,1319,*
128447,The Education Corps,10140,Inyo County Office of Education,14,Inyo,487,*,69,*,398,*
1938885,University High School Charter,64733,Los Angeles Unified,19,Los Angeles,1527,198,372,89,796,*
128454,College Bridge Academy,10140,Inyo County Office of Education,14,Inyo,321,*,78,*,228,*
1930700,Bassett Senior High,64295,Bassett Unified,19,Los Angeles,930,11,*,31,872,*
5830096,South Lindhurst Continuation High,72736,Marysville Joint Unified,58,Yuba,179,57,11,15,86,*
5838305,Wheatland Union High,72769,Wheatland Union High,58,Yuba,942,426,34,34,281,11
2930147,John Muir Charter,10298,Nevada County Office of Education,29,Nevada,1169,120,144,18,797,12
1938919,Fernando R. Ledesma Continuation High,64519,El Monte Union High,19,Los Angeles,491,*,*,11,476,*
128488,Family First Charter,64352,Centinela Valley Union High,19,Los Angeles,691,27,109,11,526,*
833004,Del Norte High,61820,Del Norte County Unified,8,Del Norte,1042,515,11,63,247,141
1930734,Angel's Gate (Continuation),64733,Los Angeles Unified,19,Los Angeles,107,*,*,*,85,*
1938927,Vail High (Continuation),64808,Montebello Unified,19,Los Angeles,414,*,*,*,406,*
128496,New Opportunities Charter,64352,Centinela Valley Union High,19,Los Angeles,444,20,55,14,338,*
4232690,La Cuesta Continuation High,76786,Santa Barbara Unified,42,Santa Barbara,163,12,*,*,148,*
1938935,Valley Alternative High (Continuation),73445,Hacienda la Puente Unified,19,Los Angeles,205,*,*,*,197,*
3634680,Pacific High,67876,San Bernardino City Unified,36,San Bernardino,1289,50,162,11,1018,*
136697,Rancho San Juan High,66159,Salinas Union High,27,Monterey,1303,99,*,12,1153,*
136705,Odyssey STEM Academy,64873,Paramount Unified,19,Los Angeles,383,*,26,*,342,*
3732997,Hoover High,68338,San Diego Unified,37,San Diego,2267,35,171,259,1747,*
3331600,Corona High,67033,Corona-Norco Unified,33,Riverside,2478,384,69,74,1875,*
1938968,Van Nuys Senior High,64733,Los Angeles Unified,19,Los Angeles,2661,328,98,298,1769,*
1996313,Animo Leadership High,64709,Lennox,19,Los Angeles,658,*,*,*,649,*
1930783,Phoenix Continuation,64733,Los Angeles Unified,19,Los Angeles,91,*,17,*,66,*
4331039,Calaveras Hills,73387,Milpitas Unified,43,Santa Clara,149,13,*,14,85,*
1996321,Academy of the Canyons,65136,William S. Hart Union High,19,Los Angeles,416,129,*,109,90,*
1930791,Mt. Lukens Continuation,64733,Los Angeles Unified,19,Los Angeles,35,11,*,*,23,*
120360,Daniel Pearl Journalism & Communications Magnet,64733,Los Angeles Unified,19,Los Angeles,265,79,15,*,142,*
3036712,Savanna High,66431,Anaheim Union High,30,Orange,1832,98,35,120,1477,*
4937256,Sonoma Valley High,70953,Sonoma Valley Unified,49,Sonoma,1241,436,*,25,731,*
734764,Olympic Continuation High,61754,Mt. Diablo Unified,7,Contra Costa,453,72,31,*,304,*
431676,Chico High,61424,Chico Unified,4,Butte,1885,1058,49,84,522,26
1930825,Bell Gardens High,64808,Montebello Unified,19,Los Angeles,2536,12,*,*,2499,*
120394,Inspire School of Arts and Sciences,61424,Chico Unified,4,Butte,457,324,*,*,74,*
120402,Alta Vista Alternative High,76786,Santa Barbara Unified,42,Santa Barbara,161,53,*,*,95,*
2733657,Pacific Grove High,66134,Pacific Grove Unified,27,Monterey,598,354,16,47,136,*
120410,iHigh Virtual Academy,68338,San Diego Unified,37,San Diego,54,15,*,*,13,*
530014,Vallecito Continuation High,61556,Bret Harte Union High,5,Calaveras,66,42,*,*,16,*
1939040,Venice Senior High,64733,Los Angeles Unified,19,Los Angeles,2110,309,325,139,1252,*
2332260,Laytonville High,73916,Laytonville Unified,23,Mendocino,129,70,*,*,26,17
136804,Oxnard Middle College High,72546,Oxnard Union High,56,Ventura,120,*,*,*,98,*
530022,Gold Strike High,61564,Calaveras Unified,5,Calaveras,78,51,*,*,19,*
1930866,Bell Senior High,64733,Los Angeles Unified,19,Los Angeles,2412,102,*,*,2290,*
5035654,Oakdale High,75564,Oakdale Joint Unified,50,Stanislaus,1839,1053,*,14,689,18
2430601,Atwater High,65789,Merced Union High,24,Merced,2079,314,35,54,1631,14
1996438,Environmental Charter High,64691,Lawndale Elementary,19,Los Angeles,521,18,29,17,447,*
4134557,Mills High,69047,San Mateo Union High,41,San Mateo,1194,157,*,545,236,*
3430048,Mesa Verde High,67447,San Juan Unified,34,Sacramento,930,441,45,23,340,*
1939107,Verdugo Hills Senior High,64733,Los Angeles Unified,19,Los Angeles,1286,402,32,39,755,*
1930924,Belmont Senior High,64733,Los Angeles Unified,19,Los Angeles,751,11,22,14,677,*
136887,Sanhedrin Alternative,65623,Willits Unified,23,Mendocino,140,69,*,*,39,*
1930940,John R. Wooden High,64733,Los Angeles Unified,19,Los Angeles,123,*,*,*,107,*
1939149,Walnut High,73460,Walnut Valley Unified,19,Los Angeles,2246,123,39,1100,712,*
1996495,Village Academy High School at Indian Hill,64907,Pomona Unified,19,Los Angeles,304,*,*,21,271,*
3430097,La Entrada Continuation High,67447,San Juan Unified,34,Sacramento,251,110,30,*,89,*
5633748,Newbury Park High,73759,Conejo Valley Unified,56,Ventura,2389,1364,26,246,579,*
1734359,Kelseyville High,64014,Kelseyville Unified,17,Lake,585,288,*,*,241,16
1996503,Renaissance High School for the Arts,64725,Long Beach Unified,19,Los Angeles,470,60,119,14,244,*
3938008,Tracy High,75499,Tracy Joint Unified,39,San Joaquin,1942,527,97,192,943,*
1939164,Warren (Earl) High,64451,Downey Unified,19,Los Angeles,3554,158,128,54,3149,*
1930973,Simon Rodia Continuation,64733,Los Angeles Unified,19,Los Angeles,335,*,17,*,312,*
3733219,Julian High,68171,Julian Union High,37,San Diego,117,60,*,*,41,*
1930981,Beverly Hills High,64311,Beverly Hills Unified,19,Los Angeles,1277,894,36,138,126,*
112367,William & Marian Ghidotti High,66357,Nevada Joint Union High,29,Nevada,173,132,*,*,15,*
1996529,City Honors International Preparatory High,64634,Inglewood Unified,19,Los Angeles,324,*,199,*,113,*
136952,Entrepreneur High,67876,San Bernardino City Unified,36,San Bernardino,581,49,121,*,389,*
1996537,Desert Sands Charter,64246,Antelope Valley Union High,19,Los Angeles,1115,214,216,*,609,*
1996552,Palos Verdes High,64865,Palos Verdes Peninsula Unified,19,Los Angeles,1546,936,30,223,202,*
128777,Gateway College and Career Academy,10330,Riverside County Office of Education,33,Riverside,129,*,*,*,103,*
3430154,American Legion High (Continuation),67439,Sacramento City Unified,34,Sacramento,281,19,76,*,142,*
1333004,Central Union High,63115,Central Union High,13,Imperial,2060,43,15,*,1978,*
1931021,Moreno High (Continuation),64311,Beverly Hills Unified,19,Los Angeles,14,*,*,*,*,*
128793,MERIT Academy,68130,Grossmont Union High,37,San Diego,92,40,*,*,40,*
3430170,Valley High,67314,Elk Grove Unified,34,Sacramento,1817,80,287,419,828,11
4831004,Benicia High,70524,Benicia Unified,48,Solano,1535,680,123,84,320,*
4437794,Renaissance High Continuation,69799,Pajaro Valley Unified,44,Santa Cruz,190,*,*,*,178,*
4732707,Dunsmuir High,70250,Dunsmuir Joint Union High,47,Siskiyou,62,38,*,*,*,*
1931047,Birmingham Community Charter High,64733,Los Angeles Unified,19,Los Angeles,3240,146,144,31,2793,*
112425,Natomas Pacific Pathways Prep,75283,Natomas Unified,34,Sacramento,640,102,25,245,165,*
1996586,Animo Inglewood Charter High,64634,Inglewood Unified,19,Los Angeles,644,*,65,*,570,*
3634995,Orangewood High (Continuation),67843,Redlands Unified,36,San Bernardino,319,57,28,*,211,*
128819,REACH Academy,68130,Grossmont Union High,37,San Diego,23,*,*,*,12,*
1431352,Big Pine High,63248,Big Pine Unified,14,Inyo,48,*,*,*,13,23
120634,"Architecture, Construction & Engineering Charter High (ACE)",72546,Oxnard Union High,56,Ventura,266,70,*,*,167,*
4233029,Maple High,69229,Lompoc Unified,42,Santa Barbara,196,26,*,*,153,*
3135308,Oakmont High,66928,Roseville Joint Union High,31,Placer,1879,911,48,200,441,13
1931088,Bonita High,64329,Bonita Unified,19,Los Angeles,1899,497,51,115,1000,*
137042,Mt. SAC Early College Academy at West Covina,65094,West Covina Unified,19,Los Angeles,231,12,*,30,164,*
120659,Visalia Technical Early College,72256,Visalia Unified,54,Tulare,246,93,*,*,137,*
3635042,Redlands Senior High,67843,Redlands Unified,36,San Bernardino,2417,612,169,393,1003,11
1996644,R. Rex Parris High,64246,Antelope Valley Union High,19,Los Angeles,859,31,120,*,674,*
4233060,Lompoc High,69229,Lompoc Unified,42,Santa Barbara,1676,214,39,33,1329,*
1939305,George Washington Preparatory High,64733,Los Angeles Unified,19,Los Angeles,795,*,318,*,452,*
5732201,Davis Senior High,72678,Davis Joint Unified,57,Yolo,1790,879,54,311,395,*
137067,High Tech High Mesa,76471,SBC - High Tech High,37,San Diego,327,144,13,13,113,*
3430261,Pacific Career and Technology High,76505,Twin Rivers Unified,34,Sacramento,166,33,37,*,75,*
137083,University Pathways Medical Magnet Academy,64733,Los Angeles Unified,19,Los Angeles,164,*,55,*,105,*
112508,Bright Star Secondary Charter Academy,64733,Los Angeles Unified,19,Los Angeles,543,*,83,*,447,*
5732219,King (Martin Luther) High (Continuation),72678,Davis Joint Unified,57,Yolo,74,30,*,*,37,*
5035902,Orestimba High,73601,Newman-Crows Landing Unified,50,Stanislaus,998,174,16,*,768,*
137091,University Pathways Public Service Academy,64733,Los Angeles Unified,19,Los Angeles,312,*,74,*,230,*
4437901,Watsonville High,69799,Pajaro Valley Unified,44,Santa Cruz,2388,72,*,15,2276,*
3037090,Sonora High,66514,Fullerton Joint Union High,30,Orange,1801,297,30,134,1278,*
3430311,Calvine High,67314,Elk Grove Unified,34,Sacramento,246,27,59,24,102,*
3438504,San Juan High,67447,San Juan Unified,34,Sacramento,697,245,84,17,284,*
1931187,Burbank High,64337,Burbank Unified,19,Los Angeles,2538,1522,68,147,616,*
112565,New Vision High,68593,Manteca Unified,39,San Joaquin,178,*,30,*,117,*
120758,Jurupa Hills High,67710,Fontana Unified,36,San Bernardino,1983,66,93,31,1753,*
3430329,Rio Cazadero High (Continuation),67314,Elk Grove Unified,34,Sacramento,191,13,49,13,91,*
112573,Adelante High,75556,Riverbank Unified,50,Stanislaus,78,*,*,*,67,*
3930054,Vista High (Continuation),68502,Escalon Unified,39,San Joaquin,41,11,*,*,28,*
128967,Mountain House High,76760,Lammersville Joint Unified,39,San Joaquin,1751,303,124,716,286,*
3831765,Galileo High,68478,San Francisco Unified,38,San Francisco,1946,184,95,1040,422,*
1038298,Easton Continuation High,76778,Washington Unified,10,Fresno,25,*,*,*,18,*
1030113,Cambridge High,62125,Coalinga-Huron Unified,10,Fresno,70,13,*,*,55,*
1038306,Washington High,76778,Washington Unified,10,Fresno,1299,73,67,97,1040,*
1931237,Burroughs High,64337,Burbank Unified,19,Los Angeles,2495,869,86,119,1161,*
120808,Dorothy V. Johnson Community Day,64733,Los Angeles Unified,19,Los Angeles,81,*,30,*,50,*
1030121,Firebaugh High,73809,Firebaugh-Las Deltas Unified,10,Fresno,673,23,*,*,647,*
3430378,Center High,73973,Center Joint Unified,34,Sacramento,1395,510,166,118,434,12
3430386,El Sereno Alternative Education,67447,San Juan Unified,34,Sacramento,597,408,25,*,117,*
1030139,Sandy Bluffs Alternative Education Center,75275,Sierra Unified,10,Fresno,61,29,*,*,*,18
129023,Stanislaus Alternative Charter,10504,Stanislaus County Office of Education,50,Stanislaus,1110,269,55,35,697,14
1030147,El Puente High,73809,Firebaugh-Las Deltas Unified,10,Fresno,30,*,*,*,28,*
3733508,La Jolla High,68338,San Diego Unified,37,San Diego,1343,753,19,83,339,*
1939479,WESM Health/Sports Medicine,64733,Los Angeles Unified,19,Los Angeles,743,16,554,*,136,*
5634076,Nordhoff High,72520,Ojai Unified,56,Ventura,770,429,*,13,291,*
1931302,California High,65128,Whittier Union High,19,Los Angeles,2828,136,23,32,2579,*
1431600,Bishop Union High,76687,Bishop Unified,14,Inyo,656,257,*,*,252,101
3430451,McClellan High (Continuation),73973,Center Joint Unified,34,Sacramento,107,39,11,*,43,*
1030196,Clovis West High,62117,Clovis Unified,10,Fresno,2091,712,122,193,943,12
2332724,Leggett Valley High,75218,Leggett Valley Unified,23,Mendocino,24,18,*,*,*,*
3635265,Rim of the World Senior High,67868,Rim of the World Unified,36,San Bernardino,976,519,13,*,388,*
1931336,Cheviot Hills Continuation,64733,Los Angeles Unified,19,Los Angeles,89,*,20,*,62,*
3430477,Florin High,67314,Elk Grove Unified,34,Sacramento,1785,101,205,618,691,*
1939537,West Covina High,65094,West Covina Unified,19,Los Angeles,1953,92,55,228,1460,*
112722,Summit Preparatory Charter High,69062,Sequoia Union High,41,San Mateo,438,48,*,12,338,*
735316,Pinole Valley High,61796,West Contra Costa Unified,7,Contra Costa,1373,178,233,148,631,*
120923,Pacheco High,65755,Los Banos Unified,24,Merced,1848,138,40,14,1609,*
3430493,Bella Vista High,67447,San Juan Unified,34,Sacramento,2072,1312,50,76,453,16
4036703,San Luis Obispo High,68809,San Luis Coastal Unified,40,San Luis Obispo,1607,926,11,78,489,*
3930211,Jane Frederick High,68676,Stockton Unified,39,San Joaquin,183,*,26,*,131,*
137315,KIPP Navigate College Prep,77149,SBE - KIPP Navigate College Prep,43,Santa Clara,279,*,*,71,194,*
1030253,Horizon High,75408,Riverdale Joint Unified,10,Fresno,33,*,*,*,30,*
3537008,San Benito High,67538,San Benito High,35,San Benito,3370,593,17,43,2546,*
1931377,Amelia Earhart Continuation,64733,Los Angeles Unified,19,Los Angeles,102,*,*,*,90,*
1030261,Mendota Continuation High,75127,Mendota Unified,10,Fresno,44,*,*,*,44,*
1931385,Albert Einstein Continuation,64733,Los Angeles Unified,19,Los Angeles,103,*,*,*,95,*
3930237,Bear Creek High,68585,Lodi Unified,39,San Joaquin,2213,246,324,415,856,*
1931393,Highland Park Continuation,64733,Los Angeles Unified,19,Los Angeles,91,*,*,*,84,*
1030279,Bullard High,62166,Fresno Unified,10,Fresno,2683,660,269,145,1476,14
1939602,West High,65060,Torrance Unified,19,Los Angeles,1938,440,79,666,446,*
3430550,Mokelumne High (Continuation),67413,River Delta Joint Unified,34,Sacramento,16,*,*,*,*,*
1030295,Erma Duncan Polytechnical High,62166,Fresno Unified,10,Fresno,1198,54,29,166,938,*
4135075,Oceana High,68924,Jefferson Union High,41,San Mateo,603,160,*,93,155,*
3037348,Sunny Hills High,66514,Fullerton Joint Union High,30,Orange,2435,347,36,949,831,*
1530021,Central Valley High (Continuation),63529,Kern High,15,Kern,134,*,*,*,120,*
3930278,Plaza Robles Continuation High,68585,Lodi Unified,39,San Joaquin,169,19,41,26,59,*
1931435,Robert H. Lewis Continuation,64733,Los Angeles Unified,19,Los Angeles,103,*,*,*,95,*
735407,Pittsburg Senior High,61788,Pittsburg Unified,7,Contra Costa,3752,150,667,113,2389,13
3430584,Natomas High,75283,Natomas Unified,34,Sacramento,1142,99,230,115,589,*
1931450,Jack London Continuation,64733,Los Angeles Unified,19,Los Angeles,136,12,*,*,119,*
3930302,Merrill F. West High,75499,Tracy Joint Unified,39,San Joaquin,2335,319,146,264,1321,*
1530047,Nueva Continuation High,63529,Kern High,15,Kern,122,*,*,*,119,*
3430592,Laguna Creek High,67314,Elk Grove Unified,34,Sacramento,2187,480,306,414,618,15
3733698,Madison High,68338,San Diego Unified,37,San Diego,958,145,95,60,568,*
1530054,Mesquite Continuation High,73742,Sierra Sands Unified,15,Kern,151,84,18,*,40,*
3930310,Sierra High,68593,Manteca Unified,39,San Joaquin,1504,326,63,214,744,*
137414,Corning Independent Study,71506,Corning Union High,52,Tehama,64,22,*,*,40,*
1931468,Metropolitan Continuation,64733,Los Angeles Unified,19,Los Angeles,82,*,*,*,80,*
1030352,Rio Del Rey High (Continuation),75234,Golden Plains Unified,10,Fresno,26,*,*,*,26,*
1931476,Canoga Park Senior High,64733,Los Angeles Unified,19,Los Angeles,1500,92,60,22,1280,*
3135704,Placer High,66894,Placer Union High,31,Placer,1401,945,15,23,302,11
3430618,Sheldon High,67314,Elk Grove Unified,34,Sacramento,2661,378,339,866,686,17
1931484,Mission Continuation,64733,Los Angeles Unified,19,Los Angeles,153,*,*,*,140,*
1939677,Whitcomb Continuation High,64576,Glendora Unified,19,Los Angeles,94,36,*,*,51,*
5036256,Patterson High,71217,Patterson Joint Unified,50,Stanislaus,1838,176,91,50,1403,*
3430626,Discovery High,75283,Natomas Unified,34,Sacramento,172,23,46,*,77,*
2431203,Dos Palos High,75317,Dos Palos Oro Loma Joint Unified,24,Merced,675,103,14,*,537,12
1931492,Canyon High,65136,William S. Hart Union High,19,Los Angeles,2052,569,93,53,1187,*
112870,Contreras Learning Center-Los Angeles School of Global Studies,64733,Los Angeles Unified,19,Los Angeles,349,*,*,*,338,*
1931500,Owensmouth Continuation,64733,Los Angeles Unified,19,Los Angeles,137,*,*,*,130,*
1939701,Whittier High,65128,Whittier Union High,19,Los Angeles,1938,68,26,*,1806,*
1931518,George S. Patton Continuation,64733,Los Angeles Unified,19,Los Angeles,75,*,*,*,60,*
121087,American Canyon High,66266,Napa Valley Unified,28,Napa,1724,189,163,103,637,*
1530112,Vista West Continuation High,63529,Kern High,15,Kern,408,171,33,*,176,*
112896,Monterey Peninsula Unified School District Community Day,66092,Monterey Peninsula Unified,27,Monterey,11,*,*,*,*,*
3332350,Elsinore High,75176,Lake Elsinore Unified,33,Riverside,2273,609,102,33,1356,*
1931526,Carson Senior High,64733,Los Angeles Unified,19,Los Angeles,1504,52,257,43,843,*
1235209,McKinleyville High,62687,Northern Humboldt Union High,12,Humboldt,553,349,*,*,68,45
1931534,Will Rogers Continuation,64733,Los Angeles Unified,19,Los Angeles,272,13,*,*,244,*
4331799,Cupertino High,69468,Fremont Union High,43,Santa Clara,2216,240,28,1534,205,*
1530138,Buena Vista High (Continuation),63818,Taft Union High,15,Kern,118,53,*,*,62,*
1530146,San Joaquin High (Continuation),73908,McFarland Unified,15,Kern,79,*,*,*,75,*
1931559,Stoney Point Continuation,64733,Los Angeles Unified,19,Los Angeles,161,23,*,*,120,*
129320,Bonsall High,76851,Bonsall Unified,37,San Diego,345,109,*,*,161,31
121129,Joseph A. Gregori High,71175,Modesto City High,50,Stanislaus,2404,652,57,149,1288,*
1931567,Centennial High,73437,Compton Unified,19,Los Angeles,1001,*,249,*,739,*
3430709,Folsom Lake High,67330,Folsom-Cordova Unified,34,Sacramento,69,34,*,*,21,*
1333558,Desert Oasis High (Continuation),63115,Central Union High,13,Imperial,178,*,*,*,171,*
3037496,Troy High,66514,Fullerton Joint Union High,30,Orange,2627,357,25,1172,743,*
3930427,Weber Institute,68676,Stockton Unified,39,San Joaquin,415,15,11,19,348,*
1939784,Joseph Pomeroy Widney Career Preparatory and Transition Center,64733,Los Angeles Unified,19,Los Angeles,284,*,45,13,210,*
3930443,Middle College High,68585,Lodi Unified,39,San Joaquin,286,28,*,123,82,*
1030477,Chesnut High (Continuation),62125,Coalinga-Huron Unified,10,Fresno,34,*,*,*,31,*
137562,Matrix for Success Academy,64733,Los Angeles Unified,19,Los Angeles,299,*,23,*,272,*
1030493,Mendota High,75127,Mendota Unified,10,Fresno,980,19,*,*,951,*
1931617,Fairvalley High (Continuation),64436,Covina-Valley Unified,19,Los Angeles,228,25,*,*,177,*
1030501,Buchanan High,62117,Clovis Unified,10,Fresno,2716,1295,68,296,876,15
1931625,Columbus (Christopher) High,64451,Downey Unified,19,Los Angeles,435,20,17,*,393,*
4430187,Delta Charter,69823,Santa Cruz City High,44,Santa Cruz,125,72,*,*,45,*
1931633,Diane S. Leichman Career Preparatory and Transition Center,64733,Los Angeles Unified,19,Los Angeles,218,40,13,13,138,*
3037553,Tustin High,73643,Tustin Unified,30,Orange,2344,217,45,117,1873,*
137588,San Leandro High,61291,San Leandro Unified,1,Alameda,2755,212,406,428,1319,*
1530229,McFarland Independent,73908,McFarland Unified,15,Kern,12,*,*,*,12,*
1931641,Tracy (Wilbur) High (Continuation),64212,ABC Unified,19,Los Angeles,288,18,26,16,208,*
1939834,Glen A. Wilson High,73445,Hacienda la Puente Unified,19,Los Angeles,1478,78,13,568,765,*
4430203,New School Community Day,69799,Pajaro Valley Unified,44,Santa Cruz,59,*,*,*,56,*
4733309,Etna Union High,76455,Scott Valley Unified,47,Siskiyou,192,117,*,*,27,15
4430211,Scotts Valley High,75432,Scotts Valley Unified,44,Santa Cruz,785,547,*,38,111,*
1530245,Monroe High (Continuation),63826,Tehachapi Unified,15,Kern,69,30,*,*,35,*
1030535,Caruthers High,75598,Caruthers Unified,10,Fresno,678,55,*,31,577,*
1530252,Arvin High,63529,Kern High,15,Kern,2858,55,15,*,2777,*
121228,Young Adult Program,61259,Oakland Unified,1,Alameda,155,*,59,19,53,*
137612,Valley International Preparatory High,64733,Los Angeles Unified,19,Los Angeles,246,148,*,*,58,*
1030543,MARC High,75598,Caruthers Unified,10,Fresno,36,*,*,*,29,*
4037008,Shandon High,68833,Shandon Joint Unified,40,San Luis Obispo,87,18,*,*,67,*
2734481,Mount Toro High,66159,Salinas Union High,27,Monterey,304,15,*,*,286,*
1931666,Charter Oak High,64378,Charter Oak Unified,19,Los Angeles,1437,238,44,77,995,*
1939859,Woodrow Wilson Senior High,64733,Los Angeles Unified,19,Los Angeles,1475,18,25,37,1383,*
137620,Pathways for Adult Life Skills,67207,Perris Union High,33,Riverside,99,22,11,*,52,*
1931682,Zane Grey Continuation,64733,Los Angeles Unified,19,Los Angeles,125,12,*,*,98,*
1939875,Wilson High,64725,Long Beach Unified,19,Los Angeles,3902,760,476,287,2177,*
4135331,Pescadero High,68940,La Honda-Pescadero Unified,41,San Mateo,85,27,*,*,54,*
4430245,Diamond Technology Institute,69799,Pajaro Valley Unified,44,Santa Cruz,64,*,*,*,51,*
1931690,Independence Continuation,64733,Los Angeles Unified,19,Los Angeles,151,*,*,*,134,*
2439602,Yosemite High (Continuation),65789,Merced Union High,24,Merced,362,40,30,*,277,*
4331955,Del Mar High,69401,Campbell Union High,43,Santa Clara,1441,261,79,100,896,*
1030584,Cambridge Continuation High,62166,Fresno Unified,10,Fresno,649,17,73,28,521,*
1931708,Chatsworth Charter High,64733,Los Angeles Unified,19,Los Angeles,1695,229,86,151,1113,*
2030013,Yosemite High,76414,Yosemite Unified,20,Madera,639,429,*,*,131,25
1833409,Herlong High,75036,Fort Sage Unified,18,Lassen,44,28,*,*,*,*
3733953,Mar Vista Senior High,68411,Sweetwater Union High,37,San Diego,1544,213,40,14,1102,*
121285,Alliance Cindy and Bill Simon Technology Academy High,64733,Los Angeles Unified,19,Los Angeles,537,*,58,*,475,*
121293,Alliance Tennenbaum Family Technology High,64733,Los Angeles Unified,19,Los Angeles,241,*,*,*,229,*
6060495,Benjamin Banneker Career and Transition Center,64733,Los Angeles Unified,19,Los Angeles,179,*,28,*,150,*
3430865,West Campus,67439,Sacramento City Unified,34,Sacramento,830,160,28,272,263,*
1931732,Desert Winds Continuation High,64246,Antelope Valley Union High,19,Los Angeles,1105,106,352,*,576,*
1939925,William Workman High,73445,Hacienda la Puente Unified,19,Los Angeles,964,17,17,32,852,*
2030039,Ahwahnee High,76414,Yosemite Unified,20,Madera,32,16,*,*,*,*
3430873,Franklin High,67314,Elk Grove Unified,34,Sacramento,2897,508,306,858,580,*
1931740,Saugus High,65136,William S. Hart Union High,19,Los Angeles,2538,1220,62,96,901,*
2734556,Salinas High,66159,Salinas Union High,27,Monterey,2830,579,33,57,2038,14
113118,Dougherty Valley High,61804,San Ramon Valley Unified,7,Contra Costa,3426,357,101,2427,155,*
2030047,Gateway High (Continuation),65201,Chowchilla Union High,20,Madera,30,*,*,*,20,*
4930012,Casa Grande High,70862,Petaluma Joint Union High,49,Sonoma,1820,837,38,85,751,*
3430881,Vista Nueva Career and Technology High,76505,Twin Rivers Unified,34,Sacramento,190,25,28,17,100,*
1030626,Central High East Campus,73965,Central Unified,10,Fresno,4642,610,438,660,2769,23
1939941,John F. Kennedy High,64733,Los Angeles Unified,19,Los Angeles,2419,245,57,89,1898,*
1530344,Stockdale High,63529,Kern High,15,Kern,2377,543,157,342,1051,11
1530351,Wasco Independence High,63859,Wasco Union High,15,Kern,171,*,*,*,166,*
1030642,School of Unlimited Learning,62166,Fresno Unified,10,Fresno,182,11,13,*,151,*
5634548,Oxnard High,72546,Oxnard Union High,56,Ventura,2917,180,46,36,2523,*
1931765,Sierra High,64279,Azusa Unified,19,Los Angeles,212,*,*,*,198,*
2030070,Raymond Granite High,76414,Yosemite Unified,20,Madera,8,*,*,*,*,*
4930046,El Camino High,73882,Cotati-Rohnert Park Unified,49,Sonoma,87,29,*,*,50,*
129536,"Boyle Heights Science, Technology, Engineering and Math Magnet",64733,Los Angeles Unified,19,Los Angeles,162,*,*,*,157,*
1530369,Centennial High,63529,Kern High,15,Kern,2271,1128,65,90,790,21
2333185,Mendocino High,65581,Mendocino Unified,23,Mendocino,171,129,*,*,25,*
2431492,San Luis High (Continuation),65755,Los Banos Unified,24,Merced,152,15,*,*,132,*
1931781,Calabasas High,64683,Las Virgenes Unified,19,Los Angeles,1848,1413,66,114,178,*
4930053,Buena Vista High,70706,Geyserville Unified,49,Sonoma,11,*,*,*,*,*
113159,Tahquitz High,67082,Hemet Unified,33,Riverside,1838,271,181,18,1284,*
1530385,Ridgeview High,63529,Kern High,15,Kern,2920,334,235,248,2018,*
1030675,Sunnyside High,62166,Fresno Unified,10,Fresno,3116,83,189,616,2157,13
2030104,Evergreen High,76414,Yosemite Unified,20,Madera,63,50,*,*,*,*
1030683,Clovis East High,62117,Clovis Unified,10,Fresno,2782,613,83,702,1215,13
1931807,San Antonio High (Continuation),64394,Claremont Unified,19,Los Angeles,79,11,*,*,54,*
1530401,Frazier Mountain High,75168,El Tejon Unified,15,Kern,266,126,*,*,116,*
113191,Heritage High,67207,Perris Union High,33,Riverside,3114,535,188,36,2087,*
5732904,Esparto High,72686,Esparto Unified,57,Yolo,307,55,*,*,228,*
1931823,Claremont High,64394,Claremont Unified,19,Los Angeles,2407,801,109,255,1019,*
129585,Nava College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,661,*,14,*,639,*
4930103,Carpe Diem High (Continuation),70862,Petaluma Joint Union High,49,Sonoma,38,21,*,*,17,*
1030717,Florence E. Rata,62166,Fresno Unified,10,Fresno,28,*,*,*,19,*
4930111,Sonoma Mountain High (Continuation),70862,Petaluma Joint Union High,49,Sonoma,38,24,*,*,13,*
3332673,Hemet High,67082,Hemet Unified,33,Riverside,2550,734,151,*,1506,21
1530435,Kern Workforce 2000 Academy,63529,Kern High,15,Kern,716,43,44,*,611,*
4332110,Broadway High,69666,San Jose Unified,43,Santa Clara,273,20,*,*,233,*
1931856,Whitman Continuation,64733,Los Angeles Unified,19,Los Angeles,85,*,*,*,70,*
2030161,Independence Continuation High,75580,Golden Valley Unified,20,Madera,53,23,*,*,26,*
137810,San Lorenzo High,61309,San Lorenzo Unified,1,Alameda,1378,62,173,111,885,*
1931864,Grover Cleveland Charter High,64733,Los Angeles Unified,19,Los Angeles,3024,495,104,382,1838,*
129627,TEACH Tech Charter High,64733,Los Angeles Unified,19,Los Angeles,440,*,167,*,263,*
3431012,Luther Burbank High,67439,Sacramento City Unified,34,Sacramento,1776,48,371,448,766,*
4930152,Creekside High,70953,Sonoma Valley Unified,49,Sonoma,82,17,*,*,65,*
