,SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName
129627,129627,TEACH Tech Charter High,64733,Los Angeles Unified,19,Los Angeles
3431012,3431012,Luther Burbank High,67439,Sacramento City Unified,34,Sacramento
4930152,4930152,Creekside High,70953,Sonoma Valley Unified,49,Sonoma
1530476,1530476,Liberty High,63529,Kern High,15,Kern
4930160,4930160,Elsie Allen High,70920,Santa Rosa High,49,Sonoma
2030203,2030203,Liberty High,75580,Golden Valley Unified,20,Madera
3635844,3635844,San Bernardino High,67876,San Bernardino City Unified,36,San Bernardino
1931930,1931930,Dan M. Issacs Avalon High,64733,Los Angeles Unified,19,Los Angeles
2030237,2030237,Glacier High School Charter,76414,Yosemite Unified,20,Madera
735902,735902,Richmond High,61796,West Contra Costa Unified,7,Contra Costa
137901,137901,Hanford Online Charter,63925,Hanford Joint Union High,16,Kings
1931955,1931955,Ellington (Duke) High (Continuation),64733,Los Angeles Unified,19,Los Angeles
4930228,4930228,Windsor High,75358,Windsor Unified,49,Sonoma
4430518,4430518,Aptos High,69799,Pajaro Valley Unified,44,Santa Cruz
1931963,1931963,Compton High,73437,Compton Unified,19,Los Angeles
1931971,1931971,John Hope Continuation,64733,Los Angeles Unified,19,Los Angeles
4930244,4930244,Maria Carrillo High,70920,Santa Rosa High,49,Sonoma
3431111,3431111,Casa Roble Fundamental High,67447,San Juan Unified,34,Sacramento
5634761,5634761,Rio Mesa High,72546,Oxnard Union High,56,Ventura
4930251,4930251,Marce Becerra Academy,75390,Healdsburg Unified,49,Sonoma
1931989,1931989,Monterey Continuation,64733,Los Angeles Unified,19,Los Angeles
137943,137943,Skyline High,61259,Oakland Unified,1,Alameda
432856,432856,Ridgeview High (Continuation),61531,Paradise Unified,4,Butte
1931997,1931997,Odyssey Continuation,64733,Los Angeles Unified,19,Los Angeles
4930269,4930269,Windsor Oaks Academy,75358,Windsor Unified,49,Sonoma
129759,129759,Design Tech High,69047,San Mateo Union High,41,San Mateo
2530020,2530020,Warner High,73585,Modoc Joint Unified,25,Modoc
113381,113381,San Juan Hills High,66464,Capistrano Unified,30,Orange
5536503,5536503,Sonora High,72389,Sonora Union High,55,Tuolumne
4135687,4135687,Redwood High,69062,Sequoia Union High,41,San Mateo
4930327,4930327,Laguna High,70607,West Sonoma County Union High,49,Sonoma
4332318,4332318,Foothill High,69427,East Side Union High,43,Santa Clara
5430046,5430046,Golden West High,72256,Visalia Unified,54,Tulare
138032,138032,Come Back Charter,10249,Merced County Office of Education,24,Merced
5036850,5036850,Riverbank High,75556,Riverbank Unified,50,Stanislaus
1932086,1932086,Covina High,64436,Covina-Valley Unified,19,Los Angeles
2431807,2431807,Gustine High,73619,Gustine Unified,24,Merced
3038023,3038023,Valencia High,66647,Placentia-Yorba Linda Unified,30,Orange
121673,121673,NOVA Academy - Coachella,73676,Coachella Valley Unified,33,Riverside
1833805,1833805,Lassen High,64139,Lassen Union High,18,Lassen
4930384,4930384,Technology High,73882,Cotati-Rohnert Park Unified,49,Sonoma
1530708,1530708,Bakersfield High,63529,Kern High,15,Kern
1833813,1833813,Credence High,64139,Lassen Union High,18,Lassen
5036884,5036884,Roselawn High,75739,Turlock Unified,50,Stanislaus
1031004,1031004,Gateway High (Continuation),62117,Clovis Unified,10,Fresno
1932128,1932128,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",64733,Los Angeles Unified,19,Los Angeles
138081,138081,Maidu Virtual Charter Academy,66894,Placer Union High,31,Placer
4930400,4930400,Analy High,70607,West Sonoma County Union High,49,Sonoma
1932144,1932144,Crescenta Valley High,64568,Glendale Unified,19,Los Angeles
3636081,3636081,San Gorgonio High,67876,San Bernardino City Unified,36,San Bernardino
138107,138107,Elite Academic Academy - Adult Work Force Investment,75051,Lucerne Valley Unified,36,San Bernardino
5430145,5430145,Tulare Technical Preparatory High,72249,Tulare Joint Union High,54,Tulare
1031053,1031053,Clovis High,62117,Clovis Unified,10,Fresno
3038098,3038098,Villa Park High,66621,Orange Unified,30,Orange
113555,113555,Clovis North High,62117,Clovis Unified,10,Fresno
932756,932756,El Dorado High,61853,El Dorado Union High,9,El Dorado
5135256,5135256,Live Oak High,71399,Live Oak Unified,51,Sutter
3734431,3734431,Mission Bay High,68338,San Diego Unified,37,San Diego
334755,334755,Argonaut High,73981,Amador County Unified,3,Amador
113571,113571,Vista del Lago High,67330,Folsom-Cordova Unified,34,Sacramento
3636131,3636131,Slover Mountain High (Continuation),67686,Colton Joint Unified,36,San Bernardino
1932201,1932201,Culver City High,64444,Culver City Unified,19,Los Angeles
5634993,5634993,Apollo High,72603,Simi Valley Unified,56,Ventura
5430194,5430194,John J. Cairns Continuation,71993,Lindsay Unified,54,Tulare
4332474,4332474,Fremont High,69468,Fremont Union High,43,Santa Clara
5635008,5635008,Royal High,72603,Simi Valley Unified,56,Ventura
5430210,5430210,Farmersville High,75325,Farmersville Unified,54,Tulare
2333649,2333649,Point Arena High,65599,Point Arena Joint Union High,23,Mendocino
4537304,4537304,Shasta High,70136,Shasta Union High,45,Shasta
1932250,1932250,Henry David Thoreau Continuation,64733,Los Angeles Unified,19,Los Angeles
2235356,2235356,Mariposa County High,65532,Mariposa County Unified,22,Mariposa
5430251,5430251,Granite Hills High,75523,Porterville Unified,54,Tulare
5536750,5536750,Summerville High,72413,Summerville Union High,55,Tuolumne
3136504,3136504,Roseville High,66928,Roseville Joint Union High,31,Placer
130047,130047,Roy A. Johnson High,61150,Castro Valley Unified,1,Alameda
4832259,4832259,Dixon High,70532,Dixon Unified,48,Solano
5430277,5430277,Deep Creek Academy,75325,Farmersville Unified,54,Tulare
130054,130054,Newark Memorial High,61234,Newark Unified,1,Alameda
130062,130062,American High,61176,Fremont Unified,1,Alameda
3734548,3734548,Monte Vista High,68130,Grossmont Union High,37,San Diego
3030038,3030038,Cypress High,66431,Anaheim Union High,30,Orange
5430301,5430301,Alpaugh -Senior High,71803,Alpaugh Unified,54,Tulare
1932318,1932318,Eagle Tree Continuation,64733,Los Angeles Unified,19,Los Angeles
3038239,3038239,Western High,66431,Anaheim Union High,30,Orange
3030046,3030046,Canyon High,66621,Orange Unified,30,Orange
3030053,3030053,Esperanza High,66647,Placentia-Yorba Linda Unified,30,Orange
1932326,1932326,Dominguez High,73437,Compton Unified,19,Los Angeles
3030061,3030061,El Toro High,73635,Saddleback Valley Unified,30,Orange
1932334,1932334,Jane Addams Continuation,64733,Los Angeles Unified,19,Los Angeles
130096,130096,Foothill High,75101,Pleasanton Unified,1,Alameda
138289,138289,Latitude 37.8 High,77180,SBE - Latitude 37.8 High,1,Alameda
433201,433201,Durham High,61432,Durham Unified,4,Butte
1932342,1932342,Evergreen Continuation,64733,Los Angeles Unified,19,Los Angeles
3030079,3030079,Silverado High,73635,Saddleback Valley Unified,30,Orange
4037701,4037701,Templeton High,68841,Templeton Unified,40,San Luis Obispo
3333192,3333192,Indio High,67058,Desert Sands Unified,33,Riverside
130138,130138,Robertson High (Continuation),61176,Fremont Unified,1,Alameda
1932383,1932383,Susan Miller Dorsey Senior High,64733,Los Angeles Unified,19,Los Angeles
5430368,5430368,El Diamante High,72256,Visalia Unified,54,Tulare
130146,130146,Rudsdale Continuation,61259,Oakland Unified,1,Alameda
138339,138339,Tennyson High,61192,Hayward Unified,1,Alameda
3431533,3431533,Cordova High,67330,Folsom-Cordova Unified,34,Sacramento
3030129,3030129,Creekside High,73650,Irvine Unified,30,Orange
3734654,3734654,Morse High,68338,San Diego Unified,37,San Diego
3030145,3030145,Ocean View High,66548,Huntington Beach Union High,30,Orange
130179,130179,Street Academy (Alternative),61259,Oakland Unified,1,Alameda
3030152,3030152,Irvine High,73650,Irvine Unified,30,Orange
1932441,1932441,Downey High,64451,Downey Unified,19,Los Angeles
3030186,3030186,Monte Vista High,66597,Newport-Mesa Unified,30,Orange
138420,138420,Tide Academy,69062,Sequoia Union High,41,San Mateo
130229,130229,Alameda High,61119,Alameda Unified,1,Alameda
1932482,1932482,Duarte High,64469,Duarte Unified,19,Los Angeles
3030210,3030210,Capistrano Valley High,66464,Capistrano Unified,30,Orange
130252,130252,Village High,75101,Pleasanton Unified,1,Alameda
1031376,1031376,Coalinga High,62125,Coalinga-Huron Unified,10,Fresno
3030228,3030228,Anaheim High,66431,Anaheim Union High,30,Orange
138453,138453,Valley High (Continuation),75093,Dublin Unified,1,Alameda
3030244,3030244,Laguna Hills High,73635,Saddleback Valley Unified,30,Orange
3734761,3734761,Mount Miguel High,68130,Grossmont Union High,37,San Diego
3038445,3038445,Westminster High,66548,Huntington Beach Union High,30,Orange
130286,130286,Millennium High Alternative,61275,Piedmont City Unified,1,Alameda
2735348,2735348,Seaside High,66092,Monterey Peninsula Unified,27,Monterey
130294,130294,MacGregor High (Continuation),61127,Albany City Unified,1,Alameda
736504,736504,San Ramon Valley High,61804,San Ramon Valley Unified,7,Contra Costa
630012,630012,Colusa Alternative High (Continuation),61598,Colusa Unified,6,Colusa
105726,105726,Mission Hills High,73791,San Marcos Unified,37,San Diego
105734,105734,Great Oak High,75192,Temecula Valley Unified,33,Riverside
3030285,3030285,Woodbridge High,73650,Irvine Unified,30,Orange
630038,630038,Mid Valley High (Continuation),61622,Williams Unified,6,Colusa
4930848,4930848,Johanna Echols-Hansen High (Continuation),70656,Cloverdale Unified,49,Sonoma
4332839,4332839,Gilroy High,69484,Gilroy Unified,43,Santa Clara
4930855,4930855,Cloverdale High,70656,Cloverdale Unified,49,Sonoma
3530029,3530029,San Andreas Continuation High,67538,San Benito High,35,San Benito
3030335,3030335,La Sierra High (Alternative),66514,Fullerton Joint Union High,30,Orange
630087,630087,Arbuckle Alternative High (Continuation),61614,Pierce Joint Unified,6,Colusa
1736008,1736008,Middletown High,64055,Middletown Unified,17,Lake
3530060,3530060,Anzar High,75259,Aromas - San Juan Unified,35,San Benito
1932623,1932623,El Camino Real Charter High,64733,Los Angeles Unified,19,Los Angeles
3038551,3038551,Valley Vista High (Continuation),66548,Huntington Beach Union High,30,Orange
3734878,3734878,Mountain Empire High,68213,Mountain Empire Unified,37,San Diego
3030368,3030368,Coast High,66548,Huntington Beach Union High,30,Orange
5430624,5430624,Citrus High,75523,Porterville Unified,54,Tulare
4332904,4332904,Henry M. Gunn High,69641,Palo Alto Unified,43,Santa Clara
3038569,3038569,Dana Hills High,66464,Capistrano Unified,30,Orange
114025,114025,Lincoln High,68338,San Diego Unified,37,San Diego
4234613,4234613,Ernest Righetti High,69310,Santa Maria Joint Union High,42,Santa Barbara
1932664,1932664,El Monte High,64519,El Monte Union High,19,Los Angeles
3030392,3030392,Trabuco Hills High,73635,Saddleback Valley Unified,30,Orange
105858,105858,Pajaro Valley High,69799,Pajaro Valley Unified,44,Santa Cruz
1932680,1932680,Mountain View High,64519,El Monte Union High,19,Los Angeles
130450,130450,Albany High,61127,Albany City Unified,1,Alameda
4734356,4734356,Happy Camp High,70466,Siskiyou Union High,47,Siskiyou
2432409,2432409,Hilmar High,65698,Hilmar Unified,24,Merced
1932698,1932698,Ruben Salazar Continuation,64527,El Rancho Unified,19,Los Angeles
3833241,3833241,Lincoln (Abraham) High,68478,San Francisco Unified,38,San Francisco
1932706,1932706,El Rancho High,64527,El Rancho Unified,19,Los Angeles
3030434,3030434,Bolsa Grande High,66522,Garden Grove Unified,30,Orange
138669,138669,Da Vinci RISE High,10199,Los Angeles County Office of Education,19,Los Angeles
4136370,4136370,San Mateo High,69047,San Mateo Union High,41,San Mateo
105916,105916,Monterey Trail High,67314,Elk Grove Unified,34,Sacramento
4332995,4332995,Andrew P. Hill High,69427,East Side Union High,43,Santa Clara
138693,138693,Washington High,61176,Fremont Unified,1,Alameda
3030475,3030475,Cesar E. Chavez High,66670,Santa Ana Unified,30,Orange
1932763,1932763,El Segundo High,64535,El Segundo Unified,19,Los Angeles
3030491,3030491,Century High,66670,Santa Ana Unified,30,Orange
122333,122333,"Math, Science, & Technology Magnet Academy at Roosevelt High",64733,Los Angeles Unified,19,Los Angeles
114140,114140,George and Evelyn Stein Continuation,75499,Tracy Joint Unified,39,San Joaquin
122341,122341,Esteban Torres East LA Performing Arts Magnet,64733,Los Angeles Unified,19,Los Angeles
1531367,1531367,Burroughs High,73742,Sierra Sands Unified,15,Kern
6069736,6069736,Miles P. Richmond,76505,Twin Rivers Unified,34,Sacramento
114157,114157,Patriot High,67090,Jurupa Unified,33,Riverside
122358,122358,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,64733,Los Angeles Unified,19,Los Angeles
122366,122366,Social Justice Leadership Academy at Esteban E. Torres High No. 5,64733,Los Angeles Unified,19,Los Angeles
122374,122374,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,64733,Los Angeles Unified,19,Los Angeles
3636743,3636743,Twentynine Palms High,67777,Morongo Unified,36,San Bernardino
122382,122382,Engineering and Technology Academy at Esteban E. Torres High No. 3,64733,Los Angeles Unified,19,Los Angeles
1932821,1932821,Boyle Heights Continuation,64733,Los Angeles Unified,19,Los Angeles
5430806,5430806,Lovell High,71860,Cutler-Orosi Joint Unified,54,Tulare
130583,130583,Amador Valley High,75101,Pleasanton Unified,1,Alameda
1130012,1130012,North Valley High (Continuation),75481,Orland Joint Unified,11,Glenn
3030574,3030574,Aliso Niguel High,66464,Capistrano Unified,30,Orange
1130038,1130038,Willows Community High,62661,Willows Unified,11,Glenn
1130046,1130046,Bidwell Point High (Continuation),62653,Stony Creek Joint Unified,11,Glenn
1932862,1932862,Diamond Bar High,73460,Walnut Valley Unified,19,Los Angeles
122432,122432,Edgewood High,65094,West Covina Unified,19,Los Angeles
130625,130625,Alternatives in Action,61119,Alameda Unified,1,Alameda
3432002,3432002,Daylor (William) High (Continuation),67314,Elk Grove Unified,34,Sacramento
3833407,3833407,Lowell High,68478,San Francisco Unified,38,San Francisco
1130053,1130053,Ella Barkley High,76562,Hamilton Unified,11,Glenn
3030608,3030608,Middle College High,66670,Santa Ana Unified,30,Orange
1932888,1932888,Downtown Business High,64733,Los Angeles Unified,19,Los Angeles
114264,114264,North County Trade Tech High,68452,Vista Unified,37,San Diego
4030045,4030045,Pacific Beach High,68809,San Luis Coastal Unified,40,San Luis Obispo
3030624,3030624,Brea Canyon High (Continuation),66449,Brea-Olinda Unified,30,Orange
122473,122473,Elm High,76778,Washington Unified,10,Fresno
3030640,3030640,Brea Olinda High,66449,Brea-Olinda Unified,30,Orange
3432051,3432051,Del Campo High,67447,San Juan Unified,34,Sacramento
1932920,1932920,Fairfax Senior High,64733,Los Angeles Unified,19,Los Angeles
106112,106112,Pinnacles High,75440,Soledad Unified,27,Monterey
3030657,3030657,Northwood High,73650,Irvine Unified,30,Orange
3333762,3333762,March Mountain High,67124,Moreno Valley Unified,33,Riverside
5037700,5037700,Turlock High,75739,Turlock Unified,50,Stanislaus
106120,106120,SIATech,68452,Vista Unified,37,San Diego
114314,114314,Bitney Prep High,10298,Nevada County Office of Education,29,Nevada
3333770,3333770,Moreno Valley High,67124,Moreno Valley Unified,33,Riverside
130708,130708,Sierra Vista Charter High,72249,Tulare Joint Union High,54,Tulare
130724,130724,Success One!,10116,Glenn County Office of Education,11,Glenn
3735206,3735206,Oceanside High,73569,Oceanside Unified,37,San Diego
4030128,4030128,Eagle Canyon High,68841,Templeton Unified,40,San Luis Obispo
1932987,1932987,John H. Francis Polytechnic,64733,Los Angeles Unified,19,Los Angeles
4030144,4030144,Leffingwell High (Continuation),75465,Coast Unified,40,San Luis Obispo
5635776,5635776,Santa Paula High,76828,Santa Paula Unified,56,Ventura
4030151,4030151,Paloma Creek High,68700,Atascadero Unified,40,San Luis Obispo
1933001,1933001,King/Drew Medical Magnet High,64733,Los Angeles Unified,19,Los Angeles
1031897,1031897,Edison High,62166,Fresno Unified,10,Fresno
3030756,3030756,Tesoro High,66464,Capistrano Unified,30,Orange
4833000,4833000,Fairfield High,70540,Fairfield-Suisun Unified,48,Solano
4030185,4030185,Templeton Independent Study High,68841,Templeton Unified,40,San Luis Obispo
122606,122606,PUC Lakeview Charter High,64733,Los Angeles Unified,19,Los Angeles
114421,114421,KIPP King Collegiate High,61309,San Lorenzo Unified,1,Alameda
4136693,4136693,Sequoia High,69062,Sequoia Union High,41,San Mateo
737023,737023,John Swett High,61697,John Swett Unified,7,Contra Costa
4333316,4333316,Homestead High,69468,Fremont Union High,43,Santa Clara
130823,130823,EPIC de Cesar Chavez,10298,Nevada County Office of Education,29,Nevada
1531656,1531656,Valley High,63412,Delano Joint Union High,15,Kern
3735313,3735313,Orange Glen High,68106,Escondido Union High,37,San Diego
1531672,1531672,Delano High,63412,Delano Joint Union High,15,Kern
433946,433946,Esperanza High (Continuation),75507,Gridley Unified,4,Butte
114462,114462,Health Sciences High and Middle College,68338,San Diego Unified,37,San Diego
130849,130849,Arroyo High,61309,San Lorenzo Unified,1,Alameda
433953,433953,Gridley High,75507,Gridley Unified,4,Butte
130856,130856,Luis Valdez Leadership Academy,69427,East Side Union High,43,Santa Clara
139055,139055,Academy of Media Arts,64733,Los Angeles Unified,19,Los Angeles
1630011,1630011,Jamison (Donald C.) High (Continuation),63982,Lemoore Union High,16,Kings
4030268,4030268,Nipomo High,68759,Lucia Mar Unified,40,San Luis Obispo
1933118,1933118,John C. Fremont Senior High,64733,Los Angeles Unified,19,Los Angeles
114496,114496,Dr. TJ Owens Gilroy Early College Academy,69484,Gilroy Unified,43,Santa Clara
3030855,3030855,Buena Park High,66514,Fullerton Joint Union High,30,Orange
114504,114504,Summit High (Continuation),67058,Desert Sands Unified,33,Riverside
5431119,5431119,Sierra Vista High (Continuation),75531,Dinuba Unified,54,Tulare
114512,114512,California City High,63677,Mojave Unified,15,Kern
106328,106328,Canyon Crest Academy,68346,San Dieguito Union High,37,San Diego
4530010,4530010,Mountain View High (Continuation),69989,Fall River Joint Unified,45,Shasta
3932001,3932001,East Union High,68593,Manteca Unified,39,San Joaquin
2334563,2334563,Round Valley High,65607,Round Valley Unified,23,Mendocino
1933159,1933159,Gahr (Richard) High,64212,ABC Unified,19,Los Angeles
4530028,4530028,West Valley High,69856,Anderson Union High,45,Shasta
1933175,1933175,Ganesha High,64907,Pomona Unified,19,Los Angeles
114553,114553,University High,62166,Fresno Unified,10,Fresno
4530044,4530044,Foothill High,70136,Shasta Union High,45,Shasta
3432317,3432317,El Camino Fundamental High,67447,San Juan Unified,34,Sacramento
1630078,1630078,Sunrise High (Continuation),73932,Reef-Sunset Unified,16,Kings
4530051,4530051,Oakview High (Alternative),69856,Anderson Union High,45,Shasta
5431184,5431184,Dinuba High,75531,Dinuba Unified,54,Tulare
4530077,4530077,Mountain Lakes High,75267,Gateway Unified,45,Shasta
1630110,1630110,Adelante High,73932,Reef-Sunset Unified,16,Kings
106401,106401,Alameda Science and Technology Institute,61119,Alameda Unified,1,Alameda
122788,122788,School for Entrepreneurship and Technology,68338,San Diego Unified,37,San Diego
4931507,4931507,El Molino High,70607,West Sonoma County Union High,49,Sonoma
130997,130997,Sylmar Biotech Health and Engineering Magnet,64733,Los Angeles Unified,19,Los Angeles
4734901,4734901,McCloud High,70466,Siskiyou Union High,47,Siskiyou
1933241,1933241,Gardena Senior High,64733,Los Angeles Unified,19,Los Angeles
106435,106435,Camino Nuevo Charter High,64733,Los Angeles Unified,19,Los Angeles
3932100,3932100,Edison High,68676,Stockton Unified,39,San Joaquin
1630151,1630151,Hanford Community Day,63925,Hanford Joint Union High,16,Kings
4333522,4333522,Leland High,69666,San Jose Unified,43,Santa Clara
1032150,1032150,Fowler High,62158,Fowler Unified,10,Fresno
1630169,1630169,Hanford West High,63925,Hanford Joint Union High,16,Kings
4235230,4235230,San Marcos Senior High,76786,Santa Barbara Unified,42,Santa Barbara
2433001,2433001,Le Grand High,65730,Le Grand Union High,24,Merced
2334704,2334704,South Valley High (Continuation),65615,Ukiah Unified,23,Mendocino
114678,114678,High Tech High Chula Vista,76471,SBC - High Tech High,37,San Diego
1933308,1933308,Rancho del Mar High (Continuation),64865,Palos Verdes Peninsula Unified,19,Los Angeles
