SchoolCode,SchoolName,DistrictCode,DistrictName,CountyCode,CountyName,TotalFTE,ClearFTE,OtherFTE
3035045,Newport Harbor High,66597,Newport-Mesa Unified,30,Orange,82.29,76.65,2.8
1331115,Imperial Ave. Holbrook High,63164,Imperial Unified,13,Imperial,1.81,0.39,1.42
135087,Opportunity Youth Academy,10439,Santa Clara County Office of Education,43,Santa Clara,10.01,4.79,5.23
4935607,Ridgway High (Continuation),70920,Santa Rosa High,49,Sonoma,17.72,12.46,4.76
1634245,Earl F. Johnson High (Continuation),63925,Hanford Joint Union High,16,Kings,4.56,3.33,1.05
4132817,Half Moon Bay High,68890,Cabrillo Unified,41,San Mateo,45.33,40.11,0.38
3330008,La Sierra High,66977,Alvord Unified,33,Riverside,80.21,67.07,6.18
3035102,University High,73650,Irvine Unified,30,Orange,66.49,55.04,5.38
102368,Ann Sobrato High,69583,Morgan Hill Unified,43,Santa Clara,59.1,55.3,1.7
3330024,Arlington High,67215,Riverside Unified,33,Riverside,84.93,70.92,3.88
3330032,La Familia Continuation High,73676,Coachella Valley Unified,33,Riverside,9.09,7.88,1.1
2535409,Modoc High,73585,Modoc Joint Unified,25,Modoc,13.42,8.58,4.05
2134005,Terra Linda High,65466,San Rafael City High,21,Marin,59,54.03,2.47
102392,Millennium Charter,75499,Tracy Joint Unified,39,San Joaquin,34.06,25.42,6.27
2035707,Madera High,65243,Madera Unified,20,Madera,87.14,66.68,11.58
110593,James C. Enochs High,71175,Modesto City High,50,Stanislaus,95.41,83.59,10.95
5738505,Winters High,72702,Winters Joint Unified,57,Yolo,25.73,21.73,0.7
118794,Murrieta Mesa High,75200,Murrieta Valley Unified,33,Riverside,94.68,80.65,3.12
1232909,Ferndale High,75374,Ferndale Unified,12,Humboldt,12.52,9.83,1.11
1937424,Theodore Roosevelt Senior High,64733,Los Angeles Unified,19,Los Angeles,73.32,55.16,15.97
3330065,Alessandro High,67082,Hemet Unified,33,Riverside,17.5,8.41,9.09
118802,Citrus Valley High,67843,Redlands Unified,36,San Bernardino,93.72,79.58,9.04
5435409,Tulare Union High,72249,Tulare Joint Union High,54,Tulare,74.53,56.04,10.81
5632021,Fillmore Senior High,72454,Fillmore Unified,56,Ventura,47.02,39.81,5.74
3731478,Coronado High,68031,Coronado Unified,37,San Diego,56.29,52.91,2.57
3731486,Elite Academy,68130,Grossmont Union High,37,San Diego,3.6,0.35,1
102434,Animo South Los Angeles Charter,64733,Los Angeles Unified,19,Los Angeles,31.11,25.06,4.82
110627,Eleanor Roosevelt High,67033,Corona-Norco Unified,33,Riverside,163.54,148.82,6.81
4231205,Cuyama Valley High,75010,Cuyama Joint Unified,42,Santa Barbara,4.99,1.57,2.92
3731502,San Ysidro High,68411,Sweetwater Union High,37,San Diego,97.2,64.37,21.03
102459,Golden Valley High,65136,William S. Hart Union High,19,Los Angeles,92.75,74.07,11.97
430140,Oroville High Community Day,61515,Oroville Union High,4,Butte,0.92,0.53,0.39
3330115,Ortega High,75176,Lake Elsinore Unified,33,Riverside,17.99,9.5,5.49
118851,King-Chavez Community High,68338,San Diego Unified,37,San Diego,15.5,4.39,11.5
733253,Greenwood Academy,61796,West Contra Costa Unified,7,Contra Costa,14,8.04,5.96
3731528,Westview High,68296,Poway Unified,37,San Diego,90.48,77.52,2.55
1937481,Rosemead High,64519,El Monte Union High,19,Los Angeles,81.09,70.87,6.32
5435466,Tulare Western High,72249,Tulare Joint Union High,54,Tulare,82.52,65.85,11.78
102475,West Ranch High,65136,William S. Hart Union High,19,Los Angeles,89.01,78.23,4.36
135244,Mission San Jose High,61176,Fremont Unified,1,Alameda,80.45,75.04,0.2
110668,Frida Kahlo High,64733,Los Angeles Unified,19,Los Angeles,6,4.28,1.72
3731536,Grossmont Middle College High,68130,Grossmont Union High,37,San Diego,2.95,2.25,0.2
1634401,Hanford High,63925,Hanford Joint Union High,16,Kings,62.63,55.56,5.7
4337762,Saratoga High,69534,Los Gatos-Saratoga Union High,43,Santa Clara,65.68,56.56,6
118885,Shadow Hills High,67058,Desert Sands Unified,33,Riverside,72.29,59.66,7.2
135269,Oxford Day Academy,10413,San Mateo County Office of Education,41,San Mateo,6.5,1.72,4.03
3330172,Perris Lake High (Continuation),67207,Perris Union High,33,Riverside,11.03,4.62,5.36
1536135,Tehachapi High,63826,Tehachapi Unified,15,Kern,51.71,36.46,13.78
118919,Sierra Pacific High,63925,Hanford Joint Union High,16,Kings,40.57,34.09,4.85
4739207,Yreka High,70516,Yreka Union High,47,Siskiyou,35.8,28.79,5.28
2732170,King City High,66068,South Monterey County Joint Union High,27,Monterey,50.43,34.96,15.12
3633302,Fontana High,67710,Fontana Unified,36,San Bernardino,119.82,68.78,47.95
135319,Mt. Eden High,61192,Hayward Unified,1,Alameda,86.36,73.06,7.81
118935,Del Norte High,68296,Poway Unified,37,San Diego,91.83,77.8,6.1
1331354,Desert Valley High (Continuation),63081,Brawley Union High,13,Imperial,6.45,4.68,1.77
1937564,John A. Rowland High,73452,Rowland Unified,19,Los Angeles,81.1,68.93,4.32
118950,Sherman Thomas Charter High,65243,Madera Unified,20,Madera,5.04,1.54,2.56
3330214,Banning High,66985,Banning Unified,33,Riverside,52.53,45.88,4.99
110759,John F. Kennedy High,67033,Corona-Norco Unified,33,Riverside,24.1,22.2,0.55
3436714,Rio Americano High,67447,San Juan Unified,34,Sacramento,78.45,58.19,16.84
3731627,Otay Ranch Senior High,68411,Sweetwater Union High,37,San Diego,95.67,71.76,10.56
3330222,New Horizon High,66985,Banning Unified,33,Riverside,6.81,2.54,3.34
4935862,San Antonio High (Continuation),70862,Petaluma Joint Union High,49,Sonoma,7.41,4.5,2.69
1937598,Chaparral High (Continuation),64329,Bonita Unified,19,Los Angeles,10.4,7.92,2.48
3633351,Green Valley High,67959,Yucaipa-Calimesa Joint Unified,36,San Bernardino,9.69,7.37,1.92
1331404,Brawley Union High,63081,Brawley Union High,13,Imperial,72.77,60.46,9.63
4133070,Hillsdale High,69047,San Mateo Union High,41,San Mateo,89.03,74.22,8.53
1937622,San Fernando Senior High,64733,Los Angeles Unified,19,Los Angeles,101.84,85.24,6.86
2732253,Central Coast High,66092,Monterey Peninsula Unified,27,Monterey,11.12,6.75,4.3
119016,Da Vinci Science,76869,Wiseburn Unified,19,Los Angeles,24.53,24.13,0.4
127209,Insight School of California,63628,Maricopa Unified,15,Kern,15.36,13.45,1.92
3731692,El Cajon Valley High,68130,Grossmont Union High,37,San Diego,72.27,52.2,11.22
4337903,Silver Creek High,69427,East Side Union High,43,Santa Clara,99.52,93.29,1.71
127217,Alliance Alice M. Baxter College-Ready High,64733,Los Angeles Unified,19,Los Angeles,11.97,7.92,3.72
4034807,Morro Bay High,68809,San Luis Coastal Unified,40,San Luis Obispo,44.87,42.04,1.85
930040,Mt. Tallac High,61903,Lake Tahoe Unified,9,El Dorado,4.33,2,2.33
119040,John C. Kimball High,75499,Tracy Joint Unified,39,San Joaquin,59.25,49.23,5.94
127233,Young Adult Program,61176,Fremont Unified,1,Alameda,3,3,0
135426,Bridgepoint High (Continuation),61234,Newark Unified,1,Alameda,5.59,2.48,3.11
127241,Del Lago Academy - Campus of Applied Science,68106,Escondido Union High,37,San Diego,32.2,30.1,0.33
3830031,Wells (Ida B.) High,68478,San Francisco Unified,38,San Francisco,12.5,8.72,2.87
3035409,Orange High,66621,Orange Unified,30,Orange,78.19,66.59,3.4
4231452,Delta High,69310,Santa Maria Joint Union High,42,Santa Barbara,13.1,10.32,2.79
1937697,San Gabriel High,75713,Alhambra Unified,19,Los Angeles,78.57,72.75,4.19
2134310,Tomales High,73361,Shoreline Unified,21,Marin,14.8,11.67,1.9
119081,Bishop Independent Study,76687,Bishop Unified,14,Inyo,0.2,0.06,0.14
3830064,Downtown High,68478,San Francisco Unified,38,San Francisco,6.52,2.29,4.19
5738802,Woodland Senior High,72710,Woodland Joint Unified,57,Yolo,65.43,56.23,8.36
930099,Divide High,73783,Black Oak Mine Unified,9,El Dorado,0.5,0.47,0.03
5738810,Cache Creek High (Continuation),72710,Woodland Joint Unified,57,Yolo,9.8,8.6,1.2
5337407,Hayfork High,75028,Mountain Valley Unified,53,Trinity,7.12,4.58,2.46
3330370,Temecula Valley High,75192,Temecula Valley Unified,33,Riverside,117.98,104.87,4.76
1536325,Vista Continuation High,63529,Kern High,15,Kern,15.07,10.35,4.72
1937739,San Dimas High,64329,Bonita Unified,19,Los Angeles,58.21,48.42,5.07
119115,Oak Hills High,75044,Hesperia Unified,36,San Bernardino,106.33,86,7.44
5337423,Southern Trinity High,73833,Southern Trinity Joint Unified,53,Trinity,3.55,1.7,0.85
930131,Rite of Passage,10090,El Dorado County Office of Education,9,El Dorado,9.01,2.44,5.59
1937747,Ron Hockwalt Academies (Continuation),73460,Walnut Valley Unified,19,Los Angeles,8.6,4.96,3.52
3330388,Palm Desert High,67058,Desert Sands Unified,33,Riverside,76.77,68.84,1.41
127316,Rancho Mirage High,67173,Palm Springs Unified,33,Riverside,67.2,58.65,1.17
1937754,San Marino High,64964,San Marino Unified,19,Los Angeles,49.27,42.9,4.27
119131,Liberty Ranch High,67355,Galt Joint Union High,34,Sacramento,52.5,47.09,3.75
3330396,Canyon Springs High,67124,Moreno Valley Unified,33,Riverside,100.47,87.62,4.13
3731809,El Capitan High,68130,Grossmont Union High,37,San Diego,75.05,49.51,8.11
135525,Richard D. Browning High,64725,Long Beach Unified,19,Los Angeles,16.5,14.24,1.33
3330412,Jurupa Valley High,67090,Jurupa Unified,33,Riverside,74.92,61.88,6.23
135533,Redwood Continuation High,61150,Castro Valley Unified,1,Alameda,8.7,6.91,1.78
5337456,Trinity High,76513,Trinity Alps Unified,53,Trinity,18.3,15.01,2.49
635250,Pierce High,61614,Pierce Joint Unified,6,Colusa,24,20.83,2.67
930164,Union Mine High,61853,El Dorado Union High,9,El Dorado,48.41,39.02,4.53
110965,Madera South High,65243,Madera Unified,20,Madera,111.07,94.39,9.98
4731253,Butte Valley High,73684,Butte Valley Unified,47,Siskiyou,9.52,5.52,3.32
1036672,Selma High,62430,Selma Unified,10,Fresno,82.16,67.57,10.23
3330438,Valley View High,67124,Moreno Valley Unified,33,Riverside,121.44,106.59,4.84
127373,El Capitan High,65789,Merced Union High,24,Merced,81.26,58.35,19.67
3330446,Centennial High,67033,Corona-Norco Unified,33,Riverside,124.18,107.93,5.63
2134419,San Andreas High (Continuation),65482,Tamalpais Union High,21,Marin,6.99,4.94,1.98
127381,"Ernest S. McBride, Sr. High",64725,Long Beach Unified,19,Los Angeles,28.54,26.16,1.05
110999,Frontier High,63529,Kern High,15,Kern,80.64,68.62,7.57
135582,LA's Promise Charter High #1,10199,Los Angeles County Office of Education,19,Los Angeles,17.72,7.6,10.1
930214,EDUHSD Virtual Academy at Shenandoah,61853,El Dorado Union High,9,El Dorado,4.84,3.55,1.28
4837803,Vacaville High,70573,Vacaville Unified,48,Solano,92.05,75.13,11.22
1937838,San Pedro Senior High,64733,Los Angeles Unified,19,Los Angeles,113.48,88.71,19.18
3330479,Beaumont Senior High,66993,Beaumont Unified,33,Riverside,115.02,99.75,3.48
102830,Wilmer Amina Carter High,67850,Rialto Unified,36,San Bernardino,100,86.44,3.21
3436979,Rio Linda High,76505,Twin Rivers Unified,34,Sacramento,79.24,71.57,6.28
3830197,Independence High,68478,San Francisco Unified,38,San Francisco,15.66,6.92,8.66
3330487,Temescal Canyon High,75176,Lake Elsinore Unified,33,Riverside,92.28,86.86,0.6
1536440,Wasco High,63859,Wasco Union High,15,Kern,78.71,69.82,7.52
3035581,Pacifica High,66522,Garden Grove Unified,30,Orange,73.62,61.21,2.53
3830205,Wallenberg (Raoul) Traditional High,68478,San Francisco Unified,38,San Francisco,31.54,23.21,0.53
3330495,Rancho Vista High,75192,Temecula Valley Unified,33,Riverside,12.8,7.3,5.5
127423,Sage Creek High,73551,Carlsbad Unified,37,San Diego,52.97,49.85,2.08
5435839,Sequoia High,72256,Visalia Unified,54,Tulare,16.09,13.42,2.68
3330503,Academy of Innovation,67082,Hemet Unified,33,Riverside,17.59,14.09,3.47
1233352,East High (Continuation),62810,Fortuna Union High,12,Humboldt,3.61,1.03,2.56
135632,WISH Academy High,64733,Los Angeles Unified,19,Los Angeles,21.18,10.54,9.13
5132758,East Nicolaus High,71373,East Nicolaus Joint Union High,51,Sutter,15.84,10.54,4.78
102871,Arnold O. Beckman High,73643,Tustin Unified,30,Orange,107.68,98.23,5.71
733659,John F. Kennedy High,61796,West Contra Costa Unified,7,Contra Costa,40,33.08,5.03
3330529,Murrieta Valley High,75200,Murrieta Valley Unified,33,Riverside,92.45,77.17,6.23
3330537,West Valley High,67082,Hemet Unified,33,Riverside,77.69,59.95,2.71
3830254,Burton (Phillip and Sala) Academic High,68478,San Francisco Unified,38,San Francisco,60.83,46.53,8.86
1937903,Santa Fe High,65128,Whittier Union High,19,Los Angeles,80,73.15,3.11
3330552,Rancho Verde High,75242,Val Verde Unified,33,Riverside,93.63,89.91,3.04
1233402,Fortuna Union High,62810,Fortuna Union High,12,Humboldt,44.04,35.95,4.92
3330560,Val Verde High,75242,Val Verde Unified,33,Riverside,24.15,15.77,7.39
102913,Middle College High,64733,Los Angeles Unified,19,Los Angeles,17.51,15.55,1.97
102921,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,64733,Los Angeles Unified,19,Los Angeles,32.83,24.99,7.84
3830288,Balboa High,68478,San Francisco Unified,38,San Francisco,57.75,38.95,9.92
4133393,Jefferson High,68924,Jefferson Union High,41,San Mateo,61.2,46.62,11.43
3330578,Cathedral City High,67173,Palm Springs Unified,33,Riverside,74.59,63.83,3.89
3330586,Lee V. Pollard High,67033,Corona-Norco Unified,33,Riverside,30.2,24.12,6.09
733725,Las Lomas High,61630,Acalanes Union High,7,Contra Costa,81.19,73.21,7.71
4330015,Yerba Buena High,69427,East Side Union High,43,Santa Clara,71.38,59.64,6.91
135715,Ednovate - Esperanza College Prep,64733,Los Angeles Unified,19,Los Angeles,20.41,12.26,7.33
4330023,Santa Teresa High,69427,East Side Union High,43,Santa Clara,92.74,84.83,2.7
1430057,Palisade Glacier High (Continuation),76687,Bishop Unified,14,Inyo,3.01,2.5,0.51
127530,KIPP San Francisco College Preparatory,68478,San Francisco Unified,38,San Francisco,33,18.2,15
135723,Ednovate - Brio College Prep,64733,Los Angeles Unified,19,Los Angeles,18.2,10.83,5.91
4231726,Dos Pueblos Senior High,76786,Santa Barbara Unified,42,Santa Barbara,81.02,66.02,8.74
4330031,Independence High,69427,East Side Union High,43,Santa Clara,120.18,108.27,8.16
3035706,Rancho Alamitos High,66522,Garden Grove Unified,30,Orange,79.5,54.62,8.65
119354,Independence High,75457,Paso Robles Joint Unified,40,San Luis Obispo,5.02,1.31,3.33
127548,Summit Public School: Shasta,68924,Jefferson Union High,41,San Mateo,27,18.26,8.75
3732039,Alta Vista High (Continuation),68452,Vista Unified,37,San Diego,6.31,6.31,0
1938000,Santa Monica High,64980,Santa Monica-Malibu Unified,19,Los Angeles,130.9,101.23,17.1
3732054,Valley High (Continuation),68106,Escondido Union High,37,San Diego,14.66,10.31,3.35
111195,Classical Academy High,68106,Escondido Union High,37,San Diego,55.33,41.85,13.23
135772,Meraki High,67447,San Juan Unified,34,Sacramento,5.92,3.25,2.66
1536606,West High,63529,Kern High,15,Kern,79.56,61.82,9.79
3732062,Escondido High,68106,Escondido Union High,37,San Diego,99.02,65.88,18.14
4330080,Gunderson High,69666,San Jose Unified,43,Santa Clara,56.9,47.74,7.7
3035748,Richland Continuation High,66621,Orange Unified,30,Orange,14.99,10.55,3.88
119404,Yorba Linda High,66647,Placentia-Yorba Linda Unified,30,Orange,71.36,57.92,6.92
3330669,La Quinta High,67058,Desert Sands Unified,33,Riverside,90.12,79.16,4.77
3830387,"Asawa (Ruth) SF Sch of the Arts, A Public School",68478,San Francisco Unified,38,San Francisco,37.21,28.77,8.24
3330677,Raincross High (Continuation),67215,Riverside Unified,33,Riverside,11.2,4.47,5.85
3830403,Marshall (Thurgood) High,68478,San Francisco Unified,38,San Francisco,32.09,22.47,6.96
1995398,Highland High,64246,Antelope Valley Union High,19,Los Angeles,121.32,93.28,16.84
135814,Peninsula High (Continuation),69047,San Mateo Union High,41,San Mateo,14.15,9.9,4.21
1036938,Sierra High,75275,Sierra Unified,10,Fresno,18.59,15.99,0.91
3830411,Leadership High,68478,San Francisco Unified,38,San Francisco,19.4,12.2,6.8
4330122,Santa Clara High,69674,Santa Clara Unified,43,Santa Clara,99.5,81.64,5.43
3330701,Santiago High,67033,Corona-Norco Unified,33,Riverside,128.3,121.68,2.81
1995406,Littlerock High,64246,Antelope Valley Union High,19,Los Angeles,67.16,53.41,10.42
3830429,Life Learning Academy Charter,68478,San Francisco Unified,38,San Francisco,5.81,2.86,2.96
127647,e3 Civic High,68338,San Diego Unified,37,San Diego,26.6,15.78,10.09
1938083,Shery (Kurt T.) High (Continuation),65060,Torrance Unified,19,Los Angeles,7.01,5.73,1.28
3830437,Gateway High,68478,San Francisco Unified,38,San Francisco,28,22.41,5.6
1995430,Independence High (Alternative),75713,Alhambra Unified,19,Los Angeles,5.01,1.44,3.58
3330727,Paloma Valley High,67207,Perris Union High,33,Riverside,128.04,96.83,21.23
4838058,John Finney High (Continuation),70581,Vallejo City Unified,48,Solano,7.12,5.25,1.87
3330743,Chaparral High,75192,Temecula Valley Unified,33,Riverside,111.15,99.09,0.4
1995448,Francisco Bravo Medical Magnet High,64733,Los Angeles Unified,19,Los Angeles,70.82,64.99,5.7
119503,Everest Public High,69062,Sequoia Union High,41,San Mateo,26.8,13.8,13
3732179,Fallbrook High,68122,Fallbrook Union High,37,San Diego,92.99,78.48,6.37
135905,Oakland High,61259,Oakland Unified,1,Alameda,91.14,42.54,45.79
2331361,Fort Bragg High,65565,Fort Bragg Unified,23,Mendocino,30.3,11.99,17.82
3732195,Ivy High (Continuation),68122,Fallbrook Union High,37,San Diego,6.39,3.67,2.74
4338406,New Valley Continuation High,69674,Santa Clara Unified,43,Santa Clara,13.9,6.95,6.95
430827,Biggs High,61408,Biggs Unified,4,Butte,13.61,12.33,1.28
3330800,Bayside Community Day,67124,Moreno Valley Unified,33,Riverside,10,7.49,2.38
3633906,Montclair High,67652,Chaffey Joint Union High,36,San Bernardino,114.61,108.75,3.95
1938166,Sierra Vista High,64287,Baldwin Park Unified,19,Los Angeles,82.2,73.01,2.15
4330239,Leigh High,69401,Campbell Union High,43,Santa Clara,74.18,65.22,5.18
3330818,Desert Hot Springs High,67173,Palm Springs Unified,33,Riverside,85.88,72.67,2.33
135939,Washington Middle College High,72694,Washington Unified,57,Yolo,5,4.1,0
2732808,Monterey High,66092,Monterey Peninsula Unified,27,Monterey,65.48,48.84,11.02
4436754,San Lorenzo Valley High,69807,San Lorenzo Valley Unified,44,Santa Cruz,34.11,31.61,1.45
1995539,California Academy of Mathematics and Science,64725,Long Beach Unified,19,Los Angeles,24.71,23.55,0.67
3330842,Glen View High,66993,Beaumont Unified,33,Riverside,6.34,4.5,1.86
733980,Liberty High,61721,Liberty Union High,7,Contra Costa,125.39,109.63,9.53
135970,Mission Early College High,69674,Santa Clara Unified,43,Santa Clara,5,5,0
127787,Humanities and Arts (HARTS) Academy of Los Angeles,64733,Los Angeles Unified,19,Los Angeles,22.5,15.89,4.39
3330859,Martin Luther King Jr. High,67215,Riverside Unified,33,Riverside,117.65,105.77,6
733998,La Paloma High (Continuation),61721,Liberty Union High,7,Contra Costa,11,9.7,1.3
1995570,Educational Partnership High,64725,Long Beach Unified,19,Los Angeles,19.33,4,15.33
127795,Contreras Learning Center-School of Social Justice,64733,Los Angeles Unified,19,Los Angeles,19.49,16.94,2.56
119602,University Preparatory High,10546,Tulare County Office of Education,54,Tulare,9.2,7.1,1
127803,Early College Academy-LA Trade Tech College,64733,Los Angeles Unified,19,Los Angeles,7.52,6.38,1.1
1995588,Palos Verdes Peninsula High,64865,Palos Verdes Peninsula Unified,19,Los Angeles,94.91,83.3,6.57
4830022,Travis Education Center,70565,Travis Unified,48,Solano,4.8,1,3.8
1930056,Cerritos High,64212,ABC Unified,19,Los Angeles,88.56,76.84,4.43
4338505,Westmont High,69401,Campbell Union High,43,Santa Clara,70.86,62.19,3.41
4330312,Phoenix High,69427,East Side Union High,43,Santa Clara,4,4,0
111435,Marina High,66092,Monterey Peninsula Unified,27,Monterey,37.04,23.57,6.04
5632849,Hueneme High,72546,Oxnard Union High,56,Ventura,93.74,72.62,9.03
3035987,Junipero Serra High,66464,Capistrano Unified,30,Orange,11.36,9.48,1.88
119636,Da Vinci Design,76869,Wiseburn Unified,19,Los Angeles,25.73,20.23,5.5
4133716,Menlo-Atherton High,69062,Sequoia Union High,41,San Mateo,131.51,109.08,4.86
1930080,Agoura High,64683,Las Virgenes Unified,19,Los Angeles,74.06,63.3,7.39
3036001,San Clemente High,66464,Capistrano Unified,30,Orange,117.84,101.35,5.84
4830048,Liberty High,70524,Benicia Unified,48,Solano,4.01,2.84,1.18
5436258,Bravo Lake High,76794,Woodlake Unified,54,Tulare,1.3,0.28,0.7
4830055,Maine Prairie High (Continuation),70532,Dixon Unified,48,Solano,5.51,3.71,2
3732336,Granite Hills High,68130,Grossmont Union High,37,San Diego,92.25,72.94,9.49
4330353,Pegasus High,69427,East Side Union High,43,Santa Clara,6,6,0
136051,Oakland Technical High,61259,Oakland Unified,1,Alameda,102.31,58.47,38.27
4330361,Apollo High,69427,East Side Union High,43,Santa Clara,7.99,6,2
1930106,Santana High (Continuation),73452,Rowland Unified,19,Los Angeles,11.35,5.23,5.63
5436282,Woodlake High,76794,Woodlake Unified,54,Tulare,29.97,20.09,7.2
111484,New Village Girls Academy,64733,Los Angeles Unified,19,Los Angeles,9,6.66,2.34
1938307,South Gate Senior High,64733,Los Angeles Unified,19,Los Angeles,82.48,67.46,4.84
111492,Alliance Patti And Peter Neuwirth Leadership Academy,64733,Los Angeles Unified,19,Los Angeles,28.16,19.95,6.81
1995653,Sierra Vista High (Alternative),65128,Whittier Union High,19,Los Angeles,10.99,5.39,5.59
4830089,Will C. Wood High,70573,Vacaville Unified,48,Solano,74.45,61.32,7.18
111500,Alliance Dr. Olga Mohan High,64733,Los Angeles Unified,19,Los Angeles,22.88,20.51,1.93
1995661,South El Monte High,64519,El Monte Union High,19,Los Angeles,55.89,49.96,2.19
3330958,March Valley,67124,Moreno Valley Unified,33,Riverside,5,4.4,0.6
127894,Valor Academy High,64733,Los Angeles Unified,19,Los Angeles,24.34,21.33,3.01
5034905,Modesto High,71175,Modesto City High,50,Stanislaus,101.68,90.44,9.61
4830113,Buckingham Collegiate Charter Academy,70573,Vacaville Unified,48,Solano,25.64,17.07,6
5034913,Robert Elliott Alternative Education Center,71175,Modesto City High,50,Stanislaus,32.59,17.97,14.29
127910,Camino Nuevo High #2,64733,Los Angeles Unified,19,Los Angeles,22.11,17.84,4.28
1930155,Schurr High,64808,Montebello Unified,19,Los Angeles,101.69,78.98,6.87
3330990,Coachella Valley High,73676,Coachella Valley Unified,33,Riverside,113.21,105.43,3.44
1995695,Cesar Chavez Continuation High,73437,Compton Unified,19,Los Angeles,19,13.41,5.61
119727,Ramon C. Cortines School of Visual and Performing Arts,64733,Los Angeles Unified,19,Los Angeles,56.55,42.98,8.41
1930163,Alhambra High,75713,Alhambra Unified,19,Los Angeles,99.35,91.52,3.52
1938356,South High,65060,Torrance Unified,19,Los Angeles,83.82,67.13,10.63
136119,Animo City of Champions Charter High,10199,Los Angeles County Office of Education,19,Los Angeles,22.1,19.14,2.96
1332154,Aurora High (Continuation),63099,Calexico Unified,13,Imperial,11.01,7.16,2.85
119743,Stockton Early College Academy,68676,Stockton Unified,39,San Joaquin,14.5,14.29,0
4830147,Jesse M. Bethel High,70581,Vallejo City Unified,48,Solano,68.91,47,13.99
1938372,South Hills High,64436,Covina-Valley Unified,19,Los Angeles,68.1,56.29,2.71
3331014,Nuview Bridge Early College High,67157,Nuview Union,33,Riverside,26,23.88,0
127944,Silver Oak High Public Montessori Charter,61192,Hayward Unified,1,Alameda,12,8.23,3.27
111575,Animo Ralph Bunche Charter High,64733,Los Angeles Unified,19,Los Angeles,30.11,27.01,3.1
1995737,Malibu High,64980,Santa Monica-Malibu Unified,19,Los Angeles,28.9,23.29,1.36
4830170,Angelo Rodriguez High,70540,Fairfield-Suisun Unified,48,Solano,81.39,71.99,6.03
111583,Animo Jackie Robinson High,64733,Los Angeles Unified,19,Los Angeles,30.22,28.11,0.87
4436960,Costanoa Continuation High,69823,Santa Cruz City High,44,Santa Cruz,4.5,3.7,0
1995745,Dr. Doug Sears Learning Center,65052,Temple City Unified,19,Los Angeles,5,2.6,2.4
1930213,Antelope Valley High,64246,Antelope Valley Union High,19,Los Angeles,73.3,55.04,12.09
1995752,Patricia Dreizler Continuation High,75341,Redondo Beach Unified,19,Los Angeles,5.01,3.13,1.88
119784,Stockton High,68676,Stockton Unified,39,San Joaquin,5.52,4.19,1.33
1332204,Calexico High,63099,Calexico Unified,13,Imperial,125.83,104.28,11.95
4830196,MIT Academy,70581,Vallejo City Unified,48,Solano,19.51,12.43,7.08
3634169,Needles High,67801,Needles Unified,36,San Bernardino,13.49,11.49,1.84
1930239,R. K. Lloyde High,64352,Centinela Valley Union High,19,Los Angeles,22.43,14.4,4.62
3331071,Vista del Lago High,67124,Moreno Valley Unified,33,Riverside,92.27,79.58,1.64
111625,Animo Watts College Preparatory Academy,64733,Los Angeles Unified,19,Los Angeles,27.69,26.74,0.96
1995786,Vasquez High,75309,Acton-Agua Dulce Unified,19,Los Angeles,18.02,11.01,7.02
1995794,Youth Opportunities Unlimited,64733,Los Angeles Unified,19,Los Angeles,16.51,12.99,1.78
1938455,South Pasadena Senior High,65029,South Pasadena Unified,19,Los Angeles,60.35,56.05,1.49
1995802,Valencia High,65136,William S. Hart Union High,19,Los Angeles,107.35,89.29,9.5
5739552,Yolo High,72694,Washington Unified,57,Yolo,6.5,3.17,3.33
1995810,Gabrielino High,75291,San Gabriel Unified,19,Los Angeles,67.97,50.54,9.52
136226,Opportunity Academy,10017,Alameda County Office of Education,1,Alameda,5.01,0.58,4.44
734244,Miramonte High,61630,Acalanes Union High,7,Contra Costa,60.81,54.35,6.46
1135656,Orland High,75481,Orland Joint Unified,11,Glenn,33.79,26.52,6.27
3331113,Amistad High (Continuation),67058,Desert Sands Unified,33,Riverside,18.91,12.43,2.48
136234,Lemoore Online College Preparatory High,63982,Lemoore Union High,16,Kings,2.69,0.63,2.05
111658,Alliance Marc & Eva Stern Math and Science,64733,Los Angeles Unified,19,Los Angeles,31.99,25.89,5.09
1930288,Arcadia High,64261,Arcadia Unified,19,Los Angeles,121.33,107.2,9.66
3331121,Mt. San Jacinto High,67173,Palm Springs Unified,33,Riverside,21,16.29,3.71
111666,Early College High,66597,Newport-Mesa Unified,30,Orange,9.11,9.07,0.06
1930296,Harris Newmark Continuation,64733,Los Angeles Unified,19,Los Angeles,5.49,1.79,3.55
5231675,Centennial Continuation High,71506,Corning Union High,52,Tehama,3.01,0.98,2.03
1995836,Palisades Charter High,64733,Los Angeles Unified,19,Los Angeles,126.15,108.64,8.45
2430015,Westside High,75317,Dos Palos Oro Loma Joint Unified,24,Merced,5,5,0
3331139,Twin Palms Continuation,67181,Palo Verde Unified,33,Riverside,5.01,1.68,3.33
1995844,Lancaster High,64246,Antelope Valley Union High,19,Los Angeles,111.65,86.92,17.87
1930312,Arrow High (Continuation),64378,Charter Oak Unified,19,Los Angeles,6.4,3.04,2.84
4330569,Community Day,69468,Fremont Union High,43,Santa Clara,2.2,1.67,0.33
2430031,Pioneer High (Continuation),73619,Gustine Unified,24,Merced,0.42,0,0.42
1930320,Arroyo High,64519,El Monte Union High,19,Los Angeles,77.8,72.55,0.5
